jd_sentence_text	jd_sent_manual_label_NEW
"Experience using SQL, Linux, and Python or other query and scripting languages to aggregate and transform data."	Experience
"Experience with data quality processes, data quality checks, validations, data quality metrics, definition, and measurement."	Experience
US work authorization	Authorization_Clearance
"Bachelor's degree in an analytical subject (statistics, math, economics, physics, engineering, business, political or social science, computer science, etc.)."	Education
"Competitive benefits including flexible PTO, 401K match with immediate vesting, as well as health, dental, and vision benefits"	Benefits
Civis embraces the individuality of our employees and we celebrate each other's differences.	EOE
"We're proud to be an equal opportunity workplace, and we are committed to equal employment opportunity regardless of race, age, sex, color, ancestry, religion, national origin, sexual orientation, gender identity, citizenship, marital status, disability, or Veteran status."	EOE
We are looking for a highly motivated Data Analyst to join our growing Global Data Analytics Team.	Position_Role
"Master our internal analytic datasets and reporting tools, oversee the definition and maintenance of reports or dashboards to monitor our product KPIs"	Responsibility
"Experience in an analytical role in Technology, Consulting or Finance"	Experience
"You will hold a degree or higher in Computer Science, Math, Statistics or quant economics"	Education
"The Parking Spot (TPS) is the leading near-airport Parking Company with over 38+ locations at 21 airports, and over 2,000 employees nationwide."	About_COmpany
"Great benefits including Medical, Vision, Dental and a 401k plan"	Benefits
"Experience using Linux, Apache Airflow, and/or"	Experience
4-year college degree required	Education
"Experience using SQL like abstractions such as BigQuery, Presto or Hive"	Experience
This role may require travel to our New York office several times per year.	Location_Travel
"The company provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics."	EOE
"In addition to federal law requirements, the company complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities."	EOE
"The company expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status."	EOE
"Experience working on, optimizing, and tuning performance of common databases: MySQL, Postgres, Any NoSQL."	Experience
"Experience working with Cloud environments and databases (GCP, Azure, AWS)."	Experience
